Event	ID	Name			Wwise Object Path	Notes
	197394894	Play_JinxZapImpact			\Default Work Unit\SFX\Play_JinxZapImpact	
	383849308	Play_JinxPowPowShoot			\Default Work Unit\SFX\Play_JinxPowPowShoot	
	413039194	Play_JinxDeathVO			\Default Work Unit\VO\Play_JinxDeathVO	
	658490866	Play_JinxMegaRocketShootInitial			\Default Work Unit\SFX\Play_JinxMegaRocketShootInitial	
	784453373	Play_JinxZapShoot			\Default Work Unit\SFX\Play_JinxZapShoot	
	800243667	Stop_JinxRocketLoop			\Default Work Unit\SFX\Stop_JinxRocketLoop	
	970427012	Play_JinxTauntVO			\Default Work Unit\VO\Play_JinxTauntVO	
	1150441829	Play_JinxRocketLoop			\Default Work Unit\SFX\Play_JinxRocketLoop	
	1207933611	Play_JinxFishBonesShoot			\Default Work Unit\SFX\Play_JinxFishBonesShoot	
	1245219918	Play_JinxMegaRocketShoot			\Default Work Unit\SFX\Play_JinxMegaRocketShoot	
	1284454328	Play_JinxFishBonesImpact			\Default Work Unit\SFX\Play_JinxFishBonesImpact	
	1330129930	Play_JinxAttackVO			\Default Work Unit\VO\Play_JinxAttackVO	
	1592809250	Play_JinxSwitch2FishBones			\Default Work Unit\SFX\Play_JinxSwitch2FishBones	
	1643298247	Play_JinxSwitch2PowPow			\Default Work Unit\SFX\Play_JinxSwitch2PowPow	
	1741527693	Play_JinxZapSFX			\Default Work Unit\SFX\Play_JinxZapSFX	
	2238196391	Play_JinxMegaRocketImpact			\Default Work Unit\SFX\Play_JinxMegaRocketImpact	
	2473522939	Play_JinxJokeVO			\Default Work Unit\VO\Play_JinxJokeVO	
	2565643300	Play_JinxMegaRocketVO			\Default Work Unit\VO\Play_JinxMegaRocketVO	
	2683431557	Play_JinxZapVO			\Default Work Unit\VO\Play_JinxZapVO	
	2746573632	Play_JinxMovingVO			\Default Work Unit\VO\Play_JinxMovingVO	
	3049713377	Play_JinxRecallVO			\Default Work Unit\VO\Play_JinxRecallVO	
	3130547865	Play_JinxPowPowImpact			\Default Work Unit\SFX\Play_JinxPowPowImpact	
	3600823747	Play_JinxLaughVO			\Default Work Unit\VO\Play_JinxLaughVO	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	105773881	jinx_base_vo_audio_63	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_63_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_63		15347
	106575697	jinx_base_sfx_audio_31	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_31_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxMegaRocketImpact\jinx_base_sfx_audio_31		30889
	111227201	jinx_base_sfx_audio_59	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_59_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxZapImpact\jinx_base_sfx_audio_59		20171
	125601060	jinx_base_sfx_audio_20	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_20_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesShoot\jinx_base_sfx_audio_20		7125
	130283806	jinx_base_vo_audio_40	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_40_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_40		24440
	144400046	jinx_base_sfx_audio_58	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_58_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowImpact\jinx_base_sfx_audio_58		8833
	152614427	jinx_base_sfx_audio_47	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_47_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxSwitch2PowPow\jinx_base_sfx_audio_47		15261
	156697133	jinx_base_vo_audio_70	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_70_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxJokeVO\jinx_base_vo_audio_70		66627
	157739553	jinx_base_vo_audio_56	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_56_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_56		21283
	158613273	jinx_base_vo_audio_51	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_51_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxDeathVO\jinx_base_vo_audio_51		15472
	163281036	jinx_base_vo_audio_55	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_55_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_55		12120
	189788773	jinx_base_sfx_audio_72	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_72_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container_01\jinx_base_sfx_audio_72		8363
	191477560	jinx_base_sfx_audio_17	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_17_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container_01\jinx_base_sfx_audio_17		7092
	198427729	jinx_base_sfx_audio_66	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_66_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container\jinx_base_sfx_audio_66		8067
	204729431	jinx_base_sfx_audio_49	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_49_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowImpact\jinx_base_sfx_audio_49		8016
	218262810	jinx_base_sfx_audio_99	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_99_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container_01\jinx_base_sfx_audio_99		6939
	219495051	jinx_base_vo_audio_16	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_16_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_16		27309
	219578940	jinx_base_vo_audio_68	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_68_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_68		17554
	219580667	jinx_base_vo_audio_53	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_53_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxTauntVO\jinx_base_vo_audio_53		39398
	238678359	jinx_base_vo_audio_1	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_1		19838
	244269596	jinx_base_sfx_audio_41	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_41_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowImpact\jinx_base_sfx_audio_41		8232
	260260460	jinx_base_vo_audio_35	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_35_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_35		21448
	276283237	jinx_base_sfx_audio_29	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_29_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesImpact\jinx_base_sfx_audio_29		32268
	288845130	jinx_base_vo_audio_61	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_61_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMegaRocketVO\jinx_base_vo_audio_61		9672
	308899635	jinx_base_vo_audio_60	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_60_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_60		29136
	322921234	jinx_base_sfx_audio_57	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_57_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxZapSFX\jinx_base_sfx_audio_57		7922
	324252525	jinx_base_sfx_audio_39	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_39_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxZapSFX\jinx_base_sfx_audio_39		8264
	328298173	jinx_base_vo_audio_71	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_71_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxZapVO\jinx_base_vo_audio_71		4716
	330440217	jinx_base_sfx_audio_35	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_35_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container\jinx_base_sfx_audio_35		6922
	334111341	jinx_base_sfx_audio_12	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_12_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesShoot\New Random Container\jinx_base_sfx_audio_12		7741
	367570531	jinx_base_vo_audio_33	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_33_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxDeathVO\jinx_base_vo_audio_33		16519
	423040507	jinx_base_sfx_audio_10	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_10_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxRocketLoop\New Blend Container\jinx_base_sfx_audio_10		27134
	427650230	jinx_base_vo_audio_32	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_32_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxJokeVO\jinx_base_vo_audio_32		63873
	430575989	jinx_base_sfx_audio_62	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_62_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxSwitch2FishBones\jinx_base_sfx_audio_62		15139
	436985195	jinx_base_vo_audio_67	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_67_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxTauntVO\jinx_base_vo_audio_67		42566
	444260262	jinx_base_sfx_audio_60	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_60_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesImpact\jinx_base_sfx_audio_60		24930
	445247789	jinx_base_sfx_audio_38	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_38_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxFishBonesImpact\jinx_base_sfx_audio_38		24951
	452704536	jinx_base_vo_audio_29	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_29_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_29		25685
	512531314	jinx_base_vo_audio_44	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_44_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_44		23831
	530644742	jinx_base_vo_audio_3	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_3		28051
	557748648	jinx_base_vo_audio_18	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_18_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxLaughVO\jinx_base_vo_audio_18		15648
	567043433	jinx_base_vo_audio_46	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_46_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_46		27027
	571155482	jinx_base_vo_audio_23	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_23_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxDeathVO\jinx_base_vo_audio_23		17270
	581923830	jinx_base_vo_audio_7	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_7_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_7		16414
	596385542	jinx_base_vo_audio_47	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_47_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_47		39534
	619499116	jinx_base_sfx_audio_22	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_22_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxMegaRocketShootInitial\jinx_base_sfx_audio_22		6724
	641597584	jinx_base_vo_audio_62	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_62_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_62		20269
	647206965	jinx_base_sfx_audio_19	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_19_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxRocketLoop\New Blend Container\jinx_base_sfx_audio_19		53788
	666613282	jinx_base_sfx_audio_40	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_40_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container_01\jinx_base_sfx_audio_40		8077
	672276049	jinx_base_vo_audio_5	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_5_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_5		30836
	687659749	jinx_base_vo_audio_69	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_69_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_69		26956
	707303730	jinx_base_vo_audio_12	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_12_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMegaRocketVO\jinx_base_vo_audio_12		5174
	724922910	jinx_base_sfx_audio_82	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_82_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\jinx_base_sfx_audio_82		4191
	729963267	jinx_base_sfx_audio_3	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxMegaRocketShoot\jinx_base_sfx_audio_3		15713
	731123232	jinx_base_vo_audio_34	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_34_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_34		24623
	742117463	jinx_base_vo_audio_28	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_28_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMegaRocketVO\jinx_base_vo_audio_28		5618
	750526921	jinx_base_vo_audio_58	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_58_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxLaughVO\jinx_base_vo_audio_58		91730
	760827843	jinx_base_vo_audio_2	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_2		7719
	762639372	jinx_base_sfx_audio_78	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_78_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container\jinx_base_sfx_audio_78		8210
	768837263	jinx_base_vo_audio_8	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_8_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxMovingVO\jinx_base_vo_audio_8		16249
	769580271	jinx_base_sfx_audio_44	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\SFX\jinx_base_sfx_audio_44_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Sfx Mixer\SFX\JinxPowPowShoot\New Random Container_01\jinx_base_sfx_audio_44		9326
	783156321	jinx_base_vo_audio_24	C:\Users\Johnrey\Desktop\Jinx\JinxWWise\.cache\Windows\SFX\VO\jinx_base_vo_audio_24_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Vo Mixer\VO\JinxAttackVO\jinx_base_vo_audio_24		22828
